donation_id,sender_name_raw,sender_email_raw,amount,payment_method,platform,message_raw,label_multiclass,text_for_model
sample_spam_non_judol_1512,TokoAyu,user1512@example.com,40000,QRIS,Saweria,haha follow ig gw ya bestie dong https://contoh-toko26.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie dong https://contoh-toko26.id tokoayu haha follow ig gw ya bestie dong https://contohtoko26.id
sample_spam_non_judol_1513,TokoAyu,user1513@example.com,42500,E-Wallet,DemoPay,xixi follow ig gw ya bestie cuy https://contoh-toko24.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie cuy https://contoh-toko24.id tokoayu xixi follow ig gw ya bestie cuy https://contohtoko24.id
sample_spam_non_judol_1514,TokoAyu,user1514@example.com,45000,Virtual Account,Kondomatur,✨ ｊｕａｌ ｖｏｕｃｈｅｒ ｇａｍｅ ｌｅｇａｌ ｎｏ ｔｉｐｕ－ｔｉｐｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ５．ｉｄ ✨,spam_non_judol,TokoAyu ✨ ｊｕａｌ ｖｏｕｃｈｅｒ ｇａｍｅ ｌｅｇａｌ ｎｏ ｔｉｐｕ－ｔｉｐｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ５．ｉｄ ✨ tokoayu jual voucher game legal no tiputipu https://contohtoko5.id
sample_spam_non_judol_1515,TokoAyu,user1515@example.com,47500,Transfer,Trakteer,wkwkwk follow ig gw ya bestie sih https://contoh-toko22.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie sih https://contoh-toko22.id tokoayu wkwkwk follow ig gw ya bestie sih https://contohtoko22.id
sample_spam_non_judol_1516,TokoAyu,user1516@example.com,50000,QRIS,Saweria,ｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｌａｈ ｈａｈａ,spam_non_judol,TokoAyu ｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｌａｈ ｈａｈａ tokoayu wkwk follow ig gw ya bestie lah haha
sample_spam_non_judol_1517,KatalogHemat,user1517@example.com,52500,E-Wallet,DemoPay,Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｌｉｎｋ ａｄａ ｄｉ ｂｉｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１１．ｉｄ,spam_non_judol,KatalogHemat Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｌｉｎｋ ａｄａ ｄｉ ｂｉｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１１．ｉｄ kataloghemat paket belajar bahasa link ada di bio https://contohtoko11.id
sample_spam_non_judol_1518,TokoAyu,user1518@example.com,55000,Virtual Account,Kondomatur,hehe follow ig gw ya bestie ngab https://contoh-toko20.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie ngab https://contoh-toko20.id tokoayu hehe follow ig gw ya bestie ngab https://contohtoko20.id
sample_spam_non_judol_1519,KatalogHemat,user1519@example.com,57500,Transfer,Trakteer,[Diskon produk hari ini harga mulai 10 ribu https://contoh-toko28.id],spam_non_judol,KatalogHemat [Diskon produk hari ini harga mulai 10 ribu https://contoh-toko28.id] kataloghemat [diskon produk hari ini harga mulai 10 ribu https://contohtoko28.id]
sample_spam_non_judol_1520,TokoAyu,user1520@example.com,60000,QRIS,Saweria,wkwk follow ig gw ya bestie deh haha https://contoh-toko18.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie deh haha https://contoh-toko18.id tokoayu wkwk follow ig gw ya bestie deh haha https://contohtoko18.id
sample_spam_non_judol_1521,TokoAyu,user1521@example.com,62500,E-Wallet,DemoPay,ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１７．ｉｄ,spam_non_judol,TokoAyu ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１７．ｉｄ tokoayu follow ig gw ya bestie https://contohtoko17.id
sample_spam_non_judol_1522,TokoAyu,user1522@example.com,65000,Virtual Account,Kondomatur,haha follow ig gw ya bestie bro https://contoh-toko16.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie bro https://contoh-toko16.id tokoayu haha follow ig gw ya bestie bro https://contohtoko16.id
sample_spam_non_judol_1523,TokoAyu,user1523@example.com,67500,Transfer,Trakteer,xixi follow ig gw ya bestie lah https://contoh-toko14.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie lah https://contoh-toko14.id tokoayu xixi follow ig gw ya bestie lah https://contohtoko14.id
sample_spam_non_judol_1524,KatalogHemat,user1524@example.com,70000,QRIS,Saweria,Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｈａｒｇａ ｍｕｌａｉ １０ ｒｉｂｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２３．ｉｄ,spam_non_judol,KatalogHemat Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｈａｒｇａ ｍｕｌａｉ １０ ｒｉｂｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２３．ｉｄ kataloghemat diskon produk hari ini harga mulai 10 ribu https://contohtoko23.id
sample_spam_non_judol_1525,TokoAyu,user1525@example.com,10000,E-Wallet,DemoPay,wkwkwk follow ig gw ya bestie bestie https://contoh-toko12.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie bestie https://contoh-toko12.id tokoayu wkwkwk follow ig gw ya bestie bestie https://contohtoko12.id
sample_spam_non_judol_1526,TokoAyu,user1526@example.com,12500,Virtual Account,Kondomatur,hehe follow ig gw ya bestie ya https://contoh-toko10.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie ya https://contoh-toko10.id tokoayu hehe follow ig gw ya bestie ya https://contohtoko10.id
sample_spam_non_judol_1527,KatalogHemat,user1527@example.com,15000,Transfer,Trakteer,🔥 Paket belajar bahasa bwt yang minat saja https://contoh-toko0.id 🙌,spam_non_judol,KatalogHemat 🔥 Paket belajar bahasa bwt yang minat saja https://contoh-toko0.id 🙌 kataloghemat paket belajar bahasa bwt yang minat saja https://contohtoko0.id
sample_spam_non_judol_1528,TokoAyu,user1528@example.com,17500,QRIS,Saweria,wkwk follow ig gw ya bestie nih haha https://contoh-toko8.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie nih haha https://contoh-toko8.id tokoayu wkwk follow ig gw ya bestie nih haha https://contohtoko8.id
sample_spam_non_judol_1529,KatalogHemat,user1529@example.com,20000,E-Wallet,DemoPay,Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｐａｋａｉ ｋｏｄｅ ｈｅｍａｔ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３５．ｉｄ,spam_non_judol,KatalogHemat Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｐａｋａｉ ｋｏｄｅ ｈｅｍａｔ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３５．ｉｄ kataloghemat paket belajar bahasa pakai kode hemat https://contohtoko35.id
sample_spam_non_judol_1530,TokoAyu,user1530@example.com,22500,Virtual Account,Kondomatur,haha follow ig gw ya bestie ygy https://contoh-toko6.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie ygy https://contoh-toko6.id tokoayu haha follow ig gw ya bestie ygy https://contohtoko6.id
sample_spam_non_judol_1531,TokoAyu,user1531@example.com,25000,Transfer,Trakteer,๑۞๑ jual voucher game legal no tipu-tipu https://contoh-toko23.id ๑۞๑,spam_non_judol,TokoAyu ๑۞๑ jual voucher game legal no tipu-tipu https://contoh-toko23.id ๑۞๑ tokoayu 11 jual voucher game legal no tiputipu https://contohtoko23.id 11
sample_spam_non_judol_1532,TokoAyu,user1532@example.com,27500,QRIS,Saweria,ｘｉｘｉ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｄｏｎｇ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ４．ｉｄ,spam_non_judol,TokoAyu ｘｉｘｉ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｄｏｎｇ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ４．ｉｄ tokoayu xixi follow ig gw ya bestie dong https://contohtoko4.id
sample_spam_non_judol_1533,TokoAyu,user1533@example.com,30000,E-Wallet,DemoPay,wkwkwk follow ig gw ya bestie cuy https://contoh-toko2.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie cuy https://contoh-toko2.id tokoayu wkwkwk follow ig gw ya bestie cuy https://contohtoko2.id
sample_spam_non_judol_1534,KatalogHemat,user1534@example.com,32500,Virtual Account,Kondomatur,Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｇａｒａｎｓｉ ｔｏｋｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１０．ｉｄ,spam_non_judol,KatalogHemat Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｇａｒａｎｓｉ ｔｏｋｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１０．ｉｄ kataloghemat diskon produk hari ini garansi toko https://contohtoko10.id
sample_spam_non_judol_1535,TokoAyu,user1535@example.com,35000,Transfer,Trakteer,hehe follow ig gw ya bestie sih https://contoh-toko0.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie sih https://contoh-toko0.id tokoayu hehe follow ig gw ya bestie sih https://contohtoko0.id
sample_spam_non_judol_1536,KatalogHemat,user1536@example.com,37500,QRIS,Saweria,😺🐳 Diskon produk hari ini pakai kode hemat https://contoh-toko9.id 🐻🐼,spam_non_judol,KatalogHemat 😺🐳 Diskon produk hari ini pakai kode hemat https://contoh-toko9.id 🐻🐼 kataloghemat diskon produk hari ini pakai kode hemat https://contohtoko9.id
sample_spam_non_judol_1537,TokoAyu,user1537@example.com,40000,E-Wallet,DemoPay,wkwk follow ig gw ya bestie ngab haha https://contoh-toko35.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie ngab haha https://contoh-toko35.id tokoayu wkwk follow ig gw ya bestie ngab haha https://contohtoko35.id
sample_spam_non_judol_1538,TokoAyu,user1538@example.com,42500,Virtual Account,Kondomatur,haha follow ig gw ya bestie deh https://contoh-toko33.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie deh https://contoh-toko33.id tokoayu haha follow ig gw ya bestie deh https://contohtoko33.id
sample_spam_non_judol_1539,TokoAyu,user1539@example.com,45000,Transfer,Trakteer,ｗｋｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｙａ,spam_non_judol,TokoAyu ｗｋｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｙａ tokoayu wkwkwk follow ig gw ya bestie ya
sample_spam_non_judol_1540,TokoAyu,user1540@example.com,47500,QRIS,Saweria,💙 follow ig gw ya bestie https://contoh-toko32.id 💙,spam_non_judol,TokoAyu 💙 follow ig gw ya bestie https://contoh-toko32.id 💙 tokoayu follow ig gw ya bestie https://contohtoko32.id
sample_spam_non_judol_1541,KatalogHemat,user1541@example.com,50000,E-Wallet,DemoPay,Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｂｗｔ ｙａｎｇ ｍｉｎａｔ ｓａｊａ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２２．ｉｄ,spam_non_judol,KatalogHemat Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｂｗｔ ｙａｎｇ ｍｉｎａｔ ｓａｊａ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２２．ｉｄ kataloghemat paket belajar bahasa bwt yang minat saja https://contohtoko22.id
sample_spam_non_judol_1542,TokoAyu,user1542@example.com,52500,Virtual Account,Kondomatur,xixi follow ig gw ya bestie bro https://contoh-toko31.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie bro https://contoh-toko31.id tokoayu xixi follow ig gw ya bestie bro https://contohtoko31.id
sample_spam_non_judol_1543,TokoAyu,user1543@example.com,55000,Transfer,Trakteer,wkwkwk follow ig gw ya bestie lah https://contoh-toko29.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie lah https://contoh-toko29.id tokoayu wkwkwk follow ig gw ya bestie lah https://contohtoko29.id
sample_spam_non_judol_1544,TokoAyu,user1544@example.com,57500,QRIS,Saweria,ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２８．ｉｄ,spam_non_judol,TokoAyu ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２８．ｉｄ tokoayu follow ig gw ya bestie https://contohtoko28.id
sample_spam_non_judol_1545,KatalogHemat,user1545@example.com,60000,E-Wallet,DemoPay,<<< Paket belajar bahasa link ada di bio https://contoh-toko18.id >>>,spam_non_judol,KatalogHemat <<< Paket belajar bahasa link ada di bio https://contoh-toko18.id >>> kataloghemat <<< paket belajar bahasa link ada di bio https://contohtoko18.id >>>
sample_spam_non_judol_1546,TokoAyu,user1546@example.com,62500,Virtual Account,Kondomatur,hehe follow ig gw ya bestie bestie https://contoh-toko27.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie bestie https://contoh-toko27.id tokoayu hehe follow ig gw ya bestie bestie https://contohtoko27.id
sample_spam_non_judol_1547,TokoAyu,user1547@example.com,65000,Transfer,Trakteer,wkwk follow ig gw ya bestie ya haha https://contoh-toko25.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie ya haha https://contoh-toko25.id tokoayu wkwk follow ig gw ya bestie ya haha https://contohtoko25.id
sample_spam_non_judol_1548,KatalogHemat,user1548@example.com,67500,QRIS,Saweria,Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｌｉｎｋ ａｄａ ｄｉ ｂｉｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３４．ｉｄ,spam_non_judol,KatalogHemat Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｌｉｎｋ ａｄａ ｄｉ ｂｉｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３４．ｉｄ kataloghemat diskon produk hari ini link ada di bio https://contohtoko34.id
sample_spam_non_judol_1549,TokoAyu,user1549@example.com,70000,E-Wallet,DemoPay,haha follow ig gw ya bestie nih https://contoh-toko23.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie nih https://contoh-toko23.id tokoayu haha follow ig gw ya bestie nih https://contohtoko23.id
sample_spam_non_judol_1550,TokoAyu,user1550@example.com,10000,Virtual Account,Kondomatur,✨ jual voucher game legal no tipu-tipu https://contoh-toko4.id ✨,spam_non_judol,TokoAyu ✨ jual voucher game legal no tipu-tipu https://contoh-toko4.id ✨ tokoayu jual voucher game legal no tiputipu https://contohtoko4.id
sample_spam_non_judol_1551,TokoAyu,user1551@example.com,12500,Transfer,Trakteer,xixi follow ig gw ya bestie ygy https://contoh-toko21.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie ygy https://contoh-toko21.id tokoayu xixi follow ig gw ya bestie ygy https://contohtoko21.id
sample_spam_non_judol_1552,TokoAyu,user1552@example.com,15000,QRIS,Saweria,wkwkwk follow ig gw ya bestie dong https://contoh-toko19.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie dong https://contoh-toko19.id tokoayu wkwkwk follow ig gw ya bestie dong https://contohtoko19.id
sample_spam_non_judol_1553,KatalogHemat,user1553@example.com,17500,E-Wallet,DemoPay,Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｈａｒｇａ ｍｕｌａｉ １０ ｒｉｂｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ９．ｉｄ,spam_non_judol,KatalogHemat Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｈａｒｇａ ｍｕｌａｉ １０ ｒｉｂｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ９．ｉｄ kataloghemat paket belajar bahasa harga mulai 10 ribu https://contohtoko9.id
sample_spam_non_judol_1554,KatalogHemat,user1554@example.com,20000,Virtual Account,Kondomatur,[Diskon produk hari ini garansi toko https://contoh-toko27.id],spam_non_judol,KatalogHemat [Diskon produk hari ini garansi toko https://contoh-toko27.id] kataloghemat [diskon produk hari ini garansi toko https://contohtoko27.id]
sample_spam_non_judol_1555,TokoAyu,user1555@example.com,22500,Transfer,Trakteer,hehe follow ig gw ya bestie cuy https://contoh-toko17.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie cuy https://contoh-toko17.id tokoayu hehe follow ig gw ya bestie cuy https://contohtoko17.id
sample_spam_non_judol_1556,TokoAyu,user1556@example.com,25000,QRIS,Saweria,ｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｓｉｈ ｈａｈａ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１５．ｉｄ,spam_non_judol,TokoAyu ｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｓｉｈ ｈａｈａ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１５．ｉｄ tokoayu wkwk follow ig gw ya bestie sih haha https://contohtoko15.id
sample_spam_non_judol_1557,TokoAyu,user1557@example.com,27500,E-Wallet,DemoPay,haha follow ig gw ya bestie ngab https://contoh-toko13.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie ngab https://contoh-toko13.id tokoayu haha follow ig gw ya bestie ngab https://contohtoko13.id
sample_spam_non_judol_1558,KatalogHemat,user1558@example.com,30000,Virtual Account,Kondomatur,Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｐａｋａｉ ｋｏｄｅ ｈｅｍａｔ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２１．ｉｄ,spam_non_judol,KatalogHemat Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｐａｋａｉ ｋｏｄｅ ｈｅｍａｔ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２１．ｉｄ kataloghemat diskon produk hari ini pakai kode hemat https://contohtoko21.id
sample_spam_non_judol_1559,TokoAyu,user1559@example.com,32500,Transfer,Trakteer,xixi follow ig gw ya bestie deh https://contoh-toko11.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie deh https://contoh-toko11.id tokoayu xixi follow ig gw ya bestie deh https://contohtoko11.id
sample_spam_non_judol_1560,TokoAyu,user1560@example.com,35000,QRIS,Saweria,wkwkwk follow ig gw ya bestie bro https://contoh-toko9.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie bro https://contoh-toko9.id tokoayu wkwkwk follow ig gw ya bestie bro https://contohtoko9.id
sample_spam_non_judol_1561,KatalogHemat,user1561@example.com,37500,E-Wallet,DemoPay,🔥 Paket belajar bahasa harga mulai 10 ribu https://contoh-toko36.id 🙌,spam_non_judol,KatalogHemat 🔥 Paket belajar bahasa harga mulai 10 ribu https://contoh-toko36.id 🙌 kataloghemat paket belajar bahasa harga mulai 10 ribu https://contohtoko36.id
sample_spam_non_judol_1562,TokoAyu,user1562@example.com,40000,Virtual Account,Kondomatur,hehe follow ig gw ya bestie lah https://contoh-toko7.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie lah https://contoh-toko7.id tokoayu hehe follow ig gw ya bestie lah https://contohtoko7.id
sample_spam_non_judol_1563,TokoAyu,user1563@example.com,42500,Transfer,Trakteer,ｈａｈａ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｙｇｙ,spam_non_judol,TokoAyu ｈａｈａ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｙｇｙ tokoayu haha follow ig gw ya bestie ygy
sample_spam_non_judol_1564,KatalogHemat,user1564@example.com,45000,QRIS,Saweria,Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｇａｒａｎｓｉ ｔｏｋｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３３．ｉｄ,spam_non_judol,KatalogHemat Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｇａｒａｎｓｉ ｔｏｋｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３３．ｉｄ kataloghemat paket belajar bahasa garansi toko https://contohtoko33.id
sample_spam_non_judol_1565,TokoAyu,user1565@example.com,47500,E-Wallet,DemoPay,wkwk follow ig gw ya bestie bestie haha https://contoh-toko5.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie bestie haha https://contoh-toko5.id tokoayu wkwk follow ig gw ya bestie bestie haha https://contohtoko5.id
sample_spam_non_judol_1566,TokoAyu,user1566@example.com,50000,Virtual Account,Kondomatur,๑۞๑ jual voucher game legal no tipu-tipu https://contoh-toko22.id ๑۞๑,spam_non_judol,TokoAyu ๑۞๑ jual voucher game legal no tipu-tipu https://contoh-toko22.id ๑۞๑ tokoayu 11 jual voucher game legal no tiputipu https://contohtoko22.id 11
sample_spam_non_judol_1567,TokoAyu,user1567@example.com,52500,Transfer,Trakteer,haha follow ig gw ya bestie ya https://contoh-toko3.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie ya https://contoh-toko3.id tokoayu haha follow ig gw ya bestie ya https://contohtoko3.id
sample_spam_non_judol_1568,TokoAyu,user1568@example.com,55000,QRIS,Saweria,ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２．ｉｄ,spam_non_judol,TokoAyu ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２．ｉｄ tokoayu follow ig gw ya bestie https://contohtoko2.id
sample_spam_non_judol_1569,TokoAyu,user1569@example.com,57500,E-Wallet,DemoPay,xixi follow ig gw ya bestie nih https://contoh-toko1.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie nih https://contoh-toko1.id tokoayu xixi follow ig gw ya bestie nih https://contohtoko1.id
sample_spam_non_judol_1570,TokoAyu,user1570@example.com,60000,Virtual Account,Kondomatur,wkwkwk follow ig gw ya bestie ygy https://contoh-toko36.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie ygy https://contoh-toko36.id tokoayu wkwkwk follow ig gw ya bestie ygy https://contohtoko36.id
sample_spam_non_judol_1571,KatalogHemat,user1571@example.com,62500,Transfer,Trakteer,😺🐳 Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｂｗｔ ｙａｎｇ ｍｉｎａｔ ｓａｊａ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ８．ｉｄ 🐻🐼,spam_non_judol,KatalogHemat 😺🐳 Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｂｗｔ ｙａｎｇ ｍｉｎａｔ ｓａｊａ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ８．ｉｄ 🐻🐼 kataloghemat diskon produk hari ini bwt yang minat saja https://contohtoko8.id
sample_spam_non_judol_1572,TokoAyu,user1572@example.com,65000,QRIS,Saweria,hehe follow ig gw ya bestie dong https://contoh-toko34.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie dong https://contoh-toko34.id tokoayu hehe follow ig gw ya bestie dong https://contohtoko34.id
sample_spam_non_judol_1573,TokoAyu,user1573@example.com,67500,E-Wallet,DemoPay,wkwk follow ig gw ya bestie cuy haha https://contoh-toko32.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie cuy haha https://contoh-toko32.id tokoayu wkwk follow ig gw ya bestie cuy haha https://contohtoko32.id
sample_spam_non_judol_1574,TokoAyu,user1574@example.com,70000,Virtual Account,Kondomatur,💙 follow ig gw ya bestie https://contoh-toko31.id 💙,spam_non_judol,TokoAyu 💙 follow ig gw ya bestie https://contoh-toko31.id 💙 tokoayu follow ig gw ya bestie https://contohtoko31.id
sample_spam_non_judol_1575,TokoAyu,user1575@example.com,10000,Transfer,Trakteer,haha follow ig gw ya bestie sih https://contoh-toko30.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie sih https://contoh-toko30.id tokoayu haha follow ig gw ya bestie sih https://contohtoko30.id
sample_spam_non_judol_1576,KatalogHemat,user1576@example.com,12500,QRIS,Saweria,Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｌｉｎｋ ａｄａ ｄｉ ｂｉｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２０．ｉｄ,spam_non_judol,KatalogHemat Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｌｉｎｋ ａｄａ ｄｉ ｂｉｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２０．ｉｄ kataloghemat paket belajar bahasa link ada di bio https://contohtoko20.id
sample_spam_non_judol_1577,TokoAyu,user1577@example.com,15000,E-Wallet,DemoPay,xixi follow ig gw ya bestie ngab https://contoh-toko28.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie ngab https://contoh-toko28.id tokoayu xixi follow ig gw ya bestie ngab https://contohtoko28.id
sample_spam_non_judol_1578,KatalogHemat,user1578@example.com,17500,Virtual Account,Kondomatur,<<< Paket belajar bahasa pakai kode hemat https://contoh-toko17.id >>>,spam_non_judol,KatalogHemat <<< Paket belajar bahasa pakai kode hemat https://contoh-toko17.id >>> kataloghemat <<< paket belajar bahasa pakai kode hemat https://contohtoko17.id >>>
sample_spam_non_judol_1579,TokoAyu,user1579@example.com,20000,Transfer,Trakteer,ｗｋｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｄｅｈ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２６．ｉｄ,spam_non_judol,TokoAyu ｗｋｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｄｅｈ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２６．ｉｄ tokoayu wkwkwk follow ig gw ya bestie deh https://contohtoko26.id
sample_spam_non_judol_1580,TokoAyu,user1580@example.com,22500,QRIS,Saweria,hehe follow ig gw ya bestie bro https://contoh-toko24.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie bro https://contoh-toko24.id tokoayu hehe follow ig gw ya bestie bro https://contohtoko24.id
